[2022-03-10 10:13:19,809] log.py->message():118 -- MESSAGE -- Initialized logging
[2022-03-10 10:14:45,506] log.py->message():118 -- MESSAGE -- Importing plugin 0_modeling_background
[2022-03-10 10:14:45,758] log.py->message():118 -- MESSAGE -- Imported plugin 0_modeling_background
[2022-03-10 10:14:45,765] log.py->message():118 -- MESSAGE -- Loading plugin 0_modeling_background
[2022-03-10 10:14:45,914] log.py->message():118 -- MESSAGE -- Loaded plugin 0_modeling_background
[2022-03-10 10:14:45,924] log.py->message():118 -- MESSAGE -- Importing plugin 1_convert_model_tags
[2022-03-10 10:14:45,998] log.py->message():118 -- MESSAGE -- Imported plugin 1_convert_model_tags
[2022-03-10 10:14:46,001] log.py->message():118 -- MESSAGE -- Loading plugin 1_convert_model_tags
[2022-03-10 10:14:46,073] log.py->message():118 -- MESSAGE -- Loaded plugin 1_convert_model_tags
[2022-03-10 10:14:46,079] log.py->message():118 -- MESSAGE -- Importing plugin 1_mhapi
[2022-03-10 10:14:46,288] log.py->message():118 -- MESSAGE -- Imported plugin 1_mhapi
[2022-03-10 10:14:46,296] log.py->message():118 -- MESSAGE -- Loading plugin 1_mhapi
[2022-03-10 10:14:47,849] log.py->message():118 -- MESSAGE -- Loaded plugin 1_mhapi
[2022-03-10 10:14:47,856] log.py->message():118 -- MESSAGE -- Importing plugin 2_foot_posing
[2022-03-10 10:14:47,999] log.py->message():118 -- MESSAGE -- Imported plugin 2_foot_posing
[2022-03-10 10:14:47,999] log.py->message():118 -- MESSAGE -- Loading plugin 2_foot_posing
[2022-03-10 10:14:48,012] log.py->message():118 -- MESSAGE -- Loaded plugin 2_foot_posing
[2022-03-10 10:14:48,017] log.py->message():118 -- MESSAGE -- Importing plugin 2_posing_expression
[2022-03-10 10:14:48,118] log.py->message():118 -- MESSAGE -- Imported plugin 2_posing_expression
[2022-03-10 10:14:48,130] log.py->message():118 -- MESSAGE -- Loading plugin 2_posing_expression
[2022-03-10 10:14:48,151] log.py->message():118 -- MESSAGE -- Loaded plugin 2_posing_expression
[2022-03-10 10:14:48,158] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_clothes_chooser
[2022-03-10 10:14:48,299] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_clothes_chooser
[2022-03-10 10:14:48,308] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_clothes_chooser
[2022-03-10 10:14:48,382] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_clothes_chooser
[2022-03-10 10:14:48,385] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_eye_chooser
[2022-03-10 10:14:48,403] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_eye_chooser
[2022-03-10 10:14:48,411] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_eye_chooser
[2022-03-10 10:14:48,491] log.py->debug():97 -- DEBUG -- According to mh.getSysDataPath here's high poly eyes data/eyes/high-poly/high-poly.mhclo
[2022-03-10 10:14:48,491] log.py->message():118 -- MESSAGE -- Selecting proxy file "data/eyes/high-poly/high-poly.mhclo" from eyes library.
[2022-03-10 10:14:48,518] log.py->debug():97 -- DEBUG -- Loading binary proxy data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:14:48,538] log.py->debug():97 -- DEBUG -- Loading proxy file: data/eyes/high-poly/high-poly.mhpxy.
[2022-03-10 10:14:48,632] log.py->debug():97 -- DEBUG -- Loading material from file C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/materials/brown.mhmat
[2022-03-10 10:14:48,814] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_NormalMatrix'
[2022-03-10 10:14:48,814] log.py->debug():97 -- DEBUG -- Shader: adding built-in uniform b'gl_ModelViewProjectionMatrix'
[2022-03-10 10:14:48,815] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:14:48,815] log.py->debug():97 -- DEBUG -- VectorUniform(AdditiveShading) = [0.]
[2022-03-10 10:14:48,818] log.py->debug():97 -- DEBUG -- Loading binary mesh C:/Users/yeckz/AppData/Local/makehuman-community/makehuman/data/eyes/high-poly/high-poly.npz.
[2022-03-10 10:14:48,836] log.py->debug():97 -- DEBUG -- NPZ-File: maxmimum number of faces for one vertex: 4
[2022-03-10 10:14:48,854] log.py->debug():97 -- DEBUG -- remapping weights for proxy HighPolyEyes
[2022-03-10 10:14:48,954] log.py->debug():97 -- DEBUG -- remapping weights for HighPolyEyes took 0.09353 seconds
[2022-03-10 10:14:49,123] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_eye_chooser
[2022-03-10 10:14:49,130] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_eyebrows
[2022-03-10 10:14:49,140] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_eyebrows
[2022-03-10 10:14:49,145] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_eyebrows
[2022-03-10 10:14:49,180] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_eyebrows
[2022-03-10 10:14:49,183] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_eyelashes
[2022-03-10 10:14:49,197] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_eyelashes
[2022-03-10 10:14:49,199] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_eyelashes
[2022-03-10 10:14:49,238] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_eyelashes
[2022-03-10 10:14:49,240] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_material_chooser
[2022-03-10 10:14:49,458] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_material_chooser
[2022-03-10 10:14:49,467] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_material_chooser
[2022-03-10 10:14:49,488] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_material_chooser
[2022-03-10 10:14:49,497] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_polygon_hair_chooser
[2022-03-10 10:14:49,523] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_polygon_hair_chooser
[2022-03-10 10:14:49,530] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_polygon_hair_chooser
[2022-03-10 10:14:49,608] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_polygon_hair_chooser
[2022-03-10 10:14:49,618] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_pose
[2022-03-10 10:14:49,699] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_pose
[2022-03-10 10:14:49,699] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_pose
[2022-03-10 10:14:49,724] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_pose
[2022-03-10 10:14:49,732] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_proxy_chooser
[2022-03-10 10:14:49,763] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_proxy_chooser
[2022-03-10 10:14:49,769] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_proxy_chooser
[2022-03-10 10:14:49,849] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_proxy_chooser
[2022-03-10 10:14:49,860] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_skeleton
[2022-03-10 10:14:50,258] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_skeleton
[2022-03-10 10:14:50,265] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_skeleton
[2022-03-10 10:14:50,282] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_skeleton
[2022-03-10 10:14:50,288] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_teeth
[2022-03-10 10:14:50,428] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_teeth
[2022-03-10 10:14:50,432] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_teeth
[2022-03-10 10:14:50,548] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_teeth
[2022-03-10 10:14:50,553] log.py->message():118 -- MESSAGE -- Importing plugin 3_libraries_tongue
[2022-03-10 10:14:50,599] log.py->message():118 -- MESSAGE -- Imported plugin 3_libraries_tongue
[2022-03-10 10:14:50,603] log.py->message():118 -- MESSAGE -- Loading plugin 3_libraries_tongue
[2022-03-10 10:14:50,681] log.py->message():118 -- MESSAGE -- Loaded plugin 3_libraries_tongue
[2022-03-10 10:14:50,683] log.py->message():118 -- MESSAGE -- Importing plugin 4_rendering_9_viewer
[2022-03-10 10:14:50,730] log.py->message():118 -- MESSAGE -- Imported plugin 4_rendering_9_viewer
[2022-03-10 10:14:50,730] log.py->message():118 -- MESSAGE -- Loading plugin 4_rendering_9_viewer
[2022-03-10 10:14:50,789] log.py->message():118 -- MESSAGE -- Loaded plugin 4_rendering_9_viewer
[2022-03-10 10:14:50,797] log.py->message():118 -- MESSAGE -- Importing plugin 4_rendering_opengl
[2022-03-10 10:14:50,888] log.py->message():118 -- MESSAGE -- Imported plugin 4_rendering_opengl
[2022-03-10 10:14:50,893] log.py->message():118 -- MESSAGE -- Loading plugin 4_rendering_opengl
[2022-03-10 10:14:50,903] log.py->debug():97 -- DEBUG -- Assigning setting rendering_width value 800 that was loaded before the setting was declared.
[2022-03-10 10:14:50,903] log.py->debug():97 -- DEBUG -- Assigning setting rendering_height value 600 that was loaded before the setting was declared.
[2022-03-10 10:14:50,903] log.py->debug():97 -- DEBUG -- Assigning setting GL_RENDERER_SSS value False that was loaded before the setting was declared.
[2022-03-10 10:14:50,905] log.py->debug():97 -- DEBUG -- Assigning setting GL_RENDERER_AA value True that was loaded before the setting was declared.
[2022-03-10 10:14:50,920] log.py->message():118 -- MESSAGE -- Loaded plugin 4_rendering_opengl
[2022-03-10 10:14:50,920] log.py->message():118 -- MESSAGE -- Importing plugin 4_rendering_scene
[2022-03-10 10:14:50,958] log.py->message():118 -- MESSAGE -- Imported plugin 4_rendering_scene
[2022-03-10 10:14:50,964] log.py->message():118 -- MESSAGE -- Loading plugin 4_rendering_scene
[2022-03-10 10:14:50,969] mhmain.py->addSetting():353 -- NOTICE -- Setting rendering_width is already declared. Adding it again has no effect.
[2022-03-10 10:14:50,974] mhmain.py->addSetting():353 -- NOTICE -- Setting rendering_height is already declared. Adding it again has no effect.
[2022-03-10 10:14:50,983] log.py->message():118 -- MESSAGE -- Loaded plugin 4_rendering_scene
[2022-03-10 10:14:50,992] log.py->message():118 -- MESSAGE -- Importing plugin 5_settings_0_settings
[2022-03-10 10:14:51,030] log.py->message():118 -- MESSAGE -- Imported plugin 5_settings_0_settings
[2022-03-10 10:14:51,031] log.py->message():118 -- MESSAGE -- Loading plugin 5_settings_0_settings
[2022-03-10 10:14:51,689] log.py->debug():97 -- DEBUG -- Setting language to english
[2022-03-10 10:14:51,699] log.py->message():118 -- MESSAGE -- Theme makehuman version 1.2.0
[2022-03-10 10:14:51,718] log.py->debug():97 -- DEBUG -- Loaded theme data/themes/makehuman.mht
[2022-03-10 10:14:55,473] log.py->debug():97 -- DEBUG -- Loaded Qt style data/themes/makehuman.qss
[2022-03-10 10:14:57,038] log.py->message():118 -- MESSAGE -- Loaded plugin 5_settings_0_settings
[2022-03-10 10:14:57,048] log.py->message():118 -- MESSAGE -- Importing plugin 5_settings_mouse
[2022-03-10 10:14:57,131] log.py->message():118 -- MESSAGE -- Imported plugin 5_settings_mouse
[2022-03-10 10:14:57,139] log.py->message():118 -- MESSAGE -- Loading plugin 5_settings_mouse
[2022-03-10 10:14:57,168] log.py->message():118 -- MESSAGE -- Loaded plugin 5_settings_mouse
[2022-03-10 10:14:57,176] log.py->message():118 -- MESSAGE -- Importing plugin 5_settings_shortcuts
[2022-03-10 10:14:57,368] log.py->message():118 -- MESSAGE -- Imported plugin 5_settings_shortcuts
[2022-03-10 10:14:57,368] log.py->message():118 -- MESSAGE -- Loading plugin 5_settings_shortcuts
[2022-03-10 10:14:57,420] log.py->message():118 -- MESSAGE -- Loaded plugin 5_settings_shortcuts
[2022-03-10 10:14:57,430] log.py->message():118 -- MESSAGE -- Importing plugin 5_settings_userplugins
[2022-03-10 10:14:57,480] log.py->message():118 -- MESSAGE -- Imported plugin 5_settings_userplugins
[2022-03-10 10:14:57,488] log.py->message():118 -- MESSAGE -- Loading plugin 5_settings_userplugins
[2022-03-10 10:14:57,580] log.py->message():118 -- MESSAGE -- Loaded plugin 5_settings_userplugins
[2022-03-10 10:14:57,591] log.py->message():118 -- MESSAGE -- Importing plugin 6_help
[2022-03-10 10:14:57,624] log.py->message():118 -- MESSAGE -- Imported plugin 6_help
[2022-03-10 10:14:57,633] log.py->message():118 -- MESSAGE -- Loading plugin 6_help
[2022-03-10 10:14:57,655] log.py->message():118 -- MESSAGE -- Loaded plugin 6_help
[2022-03-10 10:14:57,662] log.py->message():118 -- MESSAGE -- Importing plugin 7_expression_mixer
[2022-03-10 10:14:57,713] log.py->message():118 -- MESSAGE -- Imported plugin 7_expression_mixer
[2022-03-10 10:14:57,714] log.py->message():118 -- MESSAGE -- Loading plugin 7_expression_mixer
[2022-03-10 10:14:57,747] log.py->message():118 -- MESSAGE -- Loaded plugin 7_expression_mixer
[2022-03-10 10:14:57,756] log.py->message():118 -- MESSAGE -- Importing plugin 7_logging
[2022-03-10 10:14:57,773] log.py->message():118 -- MESSAGE -- Imported plugin 7_logging
[2022-03-10 10:14:57,773] log.py->message():118 -- MESSAGE -- Loading plugin 7_logging
[2022-03-10 10:14:57,800] log.py->message():118 -- MESSAGE -- Loaded plugin 7_logging
[2022-03-10 10:14:57,810] log.py->message():118 -- MESSAGE -- Importing plugin 8_asset_downloader
[2022-03-10 10:14:58,120] log.py->message():118 -- MESSAGE -- Imported plugin 8_asset_downloader
[2022-03-10 10:14:58,126] log.py->message():118 -- MESSAGE -- Loading plugin 8_asset_downloader
[2022-03-10 10:14:59,635] log.py->message():118 -- MESSAGE -- Loaded plugin 8_asset_downloader
[2022-03-10 10:14:59,658] log.py->message():118 -- MESSAGE -- Importing plugin 8_server_socket
[2022-03-10 10:15:00,066] log.py->message():118 -- MESSAGE -- Imported plugin 8_server_socket
[2022-03-10 10:15:00,069] log.py->message():118 -- MESSAGE -- Loading plugin 8_server_socket
[2022-03-10 10:15:00,210] log.py->message():118 -- MESSAGE -- Loaded plugin 8_server_socket
[2022-03-10 10:15:00,217] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_bvh
[2022-03-10 10:15:00,282] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_bvh
[2022-03-10 10:15:00,282] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_bvh
[2022-03-10 10:15:00,289] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_bvh
[2022-03-10 10:15:00,296] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_collada
[2022-03-10 10:15:00,368] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_collada
[2022-03-10 10:15:00,371] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_collada
[2022-03-10 10:15:00,394] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_collada
[2022-03-10 10:15:00,399] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_fbx
[2022-03-10 10:15:00,435] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_fbx
[2022-03-10 10:15:00,438] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_fbx
[2022-03-10 10:15:00,445] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_fbx
[2022-03-10 10:15:00,449] log.py->message():118 -- MESSAGE -- Importing plugin 9_export_light
[2022-03-10 10:15:00,481] log.py->message():118 -- MESSAGE -- Imported plugin 9_export_light
[2022-03-10 10:15:00,484] log.py->message():118 -- MESSAGE -- Loading plugin 9_export_light
[2022-03-10 10:15:00,489] log.py->message():118 -- MESSAGE -- Loaded plugin 9_export_light
